Details,Nombre_chambre,nombre_salle_bain,Superficie,Adresse,Prix,image_lien-src
Studio à louer à Nord Foire,1,2,150,Nord foire Dakar,220000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d9706618b438516c8660c7f921e2e499/-/horizon-files-prod/ed/picture/qj4qdvk8/6e3bd3c9f5d8a8d9d3a8330e3bf46a9e591047fe.jpg
Appt haut standing de 3chmbres avec piscine au virage,3,4,240,Virage Dakar,1850000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3963bc144fabdd8e182bba084b1f1c3b/-/horizon-files-prod/ed/picture/q8v4pn0x/e7eb7552ff69dd66ac524cb431d228735e93b6fd.jpg
F3 à louer sicap foire,2,2,150,Sicap foire Dakar,250000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/548ede37393301914636d1ca9c615254/-/horizon-files-prod/ed/picture/q9mjdkn6/9c675f0ee9b3e0c91e890597f37adf7a0db90293.jpg
Appartement F4 à Louer plateau Vue sur Mer,3,1,150,Plateau Dakar,600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/98e35492a81e1f19b595d9893e97f5e9/-/horizon-files-prod/ed/picture/qpdm7g8r/fe463296e73458f86d4161a5daabec895c0cfc80.jpg
F2 à louer à fass,1,2,150,Fass Dakar,190000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1415e563e5df3ab3b054cb9b57363be4/-/horizon-files-prod/ed/picture/q44n4rze/cea8d9abbe28d10c936e63ce731fde339205e241.jpg
APPARTEMENT A LOUER,3,4,150,Point-e Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/625bc039f00b5be892143a3464c5ab6a/-/horizon-files-prod/ed/picture/qj4q9mmz/60e3390c544f752cc384768fd20533e8962f49ee.jpg
Studio a louer Golf Sud,1,1,75,Golf Dakar,165000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9de6802156f4ee0b40c80aff8604d471/-/horizon-files-prod/ed/picture/qgqwkn59/fd081372eb4f399446265f6d536c4d8c7b49cf1e.jpg
De bels apparts tous neufs à Ngor Almadies,3,3,150,Mamelles Dakar,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1d1fd52b045c073a07b79a0010f751da/-/horizon-files-prod/ed/picture/qwe22826/daf2c34762318cb84566885bbc3addf8094b2ec5.jpg
Appartements F4 de haut standing à louer à la Zone B/Point E,3,3,190,Point-e Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/64cbd37eae0ef9583514de401fe10d27/-/horizon-files-prod/ed/picture/q0g7d9mw/aa85d039d964e087efe532762213aadd68588704.jpg
Appartement F4 à louer,3,3,200,Fenêtre mermoz Dakar,1650000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9e58ff6191373400316b451f5bbf2447/-/horizon-files-prod/ed/picture/qq4280kp/beb0e01c796baae64fb74ccf14bb729fa52cc388.jpg
Appartement à vendre corniche à fan résidence,3,5,346,Fann Dakar,450000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/50981fc48230591376415723b2b64b76/-/horizon-files-prod/ed/picture/q78wpgpd/5afd5e7bac978c7106d4229f2848180853243df6.jpg
Des appartements hauts standing aux mamelles,3,3,180,Mamelles Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/db8c0d90c4f75c84817f657bf709e03e/-/horizon-files-prod/ed/picture/q0g7vgrj/99e056cde8dd8a44937370de00a4aa7d7a4dda76.jpg
Appartement haut standing au rez-de-chaussée à Mermoz,3,3,225,Mermoz Dakar,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/21cdc5312395c30b3dc162dbfe149b2e/-/horizon-files-prod/ed/picture/qrz8mzpq/2af70b875b707c6b7ddee54c0b66eb40c5655c12.jpg
Appartement Standing Maristes F2 à F4,1,2,90,Hann maristes Dakar,350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d7e6f12c2ffab349eb0af8055d786a3f/-/horizon-files-prod/ed/picture/qngpkddg/e1d0ff76479e69175f53c990c18e2d295b8a536a.jpg
F2 à louer aux maristes,3,3,150,Hann maristes Dakar,350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fcd416c3ff2bc58abf2a55b8416958a8/-/horizon-files-prod/ed/picture/qwepzq46/d9ccb5a7f8afbecb81cf896950bb139b096694ad.jpg
Appartement F3 tout neuf à louer aux mamelles cité MBACKIYOU,2,3,150,Mamelles Dakar,350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a5fa221371b85df3900e385842cc62e5/-/horizon-files-prod/ed/picture/qxjpnqez/ff98471afcb29c9771678cd5558303a039be3cfd.jpg
Appartement Type F4 À LOUER pour Bureau à Sacrée cœur 3,3,2,110,Sicap Sacré-cœur Dakar,650000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f3d222802f4591c14b3890a19b2c14d5/-/horizon-files-prod/ed/picture/q2j026rg/4e6e23d06cd1d1ab9c3af2f4c5b0c1647871658f.jpg
APPARTEMENT AUX ALMADIES,3,3,150,Almadies Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/648c412cf1a3072ec2d98f4947b93172/-/horizon-files-prod/ed/picture/qpdm7694/c9071a1f36ecdc39c27281a91dd142d50e0ff903.jpg
APPARTEMENTS F4 AUX MAMELLES,3,3,150,Mamelles Dakar,550000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3496ddaefd355448d583b6f0d9e3e6c4/-/horizon-files-prod/ed/picture/qrz8k2w2/0c14a318e6c6fcdd68a9ef9ec472941d6c7a9534.jpg
APPARTEMENTS F3 AUX MAMELLES,2,3,150,Mamelles Dakar,450000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1d359e713e23011cc94ba39f4fdc9a75/-/horizon-files-prod/ed/picture/qq42kqxj/2aaf6eee44f5df0f906ad7c6469c3548fd5e38b0.jpg
DUPLEX À LOUER NGOR-ALMADIES,4,4,150,Almadies Dakar,800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/80dcea62cfdbe65d9e739cf66c73db92/-/horizon-files-prod/ed/picture/qkr8vgkm/c9d264855a9ab3b2328f711430918d734e6cefcc.jpg
Appartement à louer à Mermoz Batrain,3,4,150,Mermoz Dakar,650000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/851ca73428805088faad0d77af0d0b7d/-/horizon-files-prod/ed/picture/q9mjx8ww/d67f8af0887c3f5e3f241c5761970306306452e6.jpg
Trois chambres à louer par mois,3,4,150,Mamelles Dakar,750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c5765bcbe9bb617a68d3cf18ff42515d/-/horizon-files-prod/ed/picture/qv4w0ekj/448e6a7f215473a85b14bed20ea177da025031e6.jpg
Trois chambres à louer par mois,3,2,150,Plateau Dakar,800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a9e02fbedd0028b9af0bc4f776de9458/-/horizon-files-prod/ed/picture/q2j09rnj/ca0edbfa64b6acea3a10b1bbdbeebc1351955f62.jpg
Ref_2746_SEY Appartement à louer à Ngor,4,1,150,Ngor Dakar,750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ed4a5a38864ed882ec3ab1ad58194957/-/horizon-files-prod/ed/picture/qngp8dqg/12f7281238c7fdcfad4ad0de0179e58a336bea84.jpg
Ref_2748_SEY Appartement à louer à Ngor,3,2,150,Ngor Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/63f06758d6d4b4d7cd2605d470a37ae9/-/horizon-files-prod/ed/picture/qv4wvpj2/9a38113dc1474a5f3a9132d2c6ad1ec91eee8e53.jpg
Appartement f4 à louer 12 boulevard djily mbaye,3,3,175,Plateau Dakar,1400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/858aadebfe976d782be7bfc66cd4efff/-/horizon-files-prod/ed/picture/qde7mwpm/caa281c0bf04627463bcedd26fe8e65a12d70fb4.jpg
Appartement à louer Ouakam cite Africa,3,4,150,Ouakam Dakar,1700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a67ea65a3b2bd350045b9f8d031cbe08/-/horizon-files-prod/ed/picture/qv4wvp8x/b064312c6ed2a5149e4259b519b5310bf96a13bd.jpg
Grands appartements F4 aux Almadies route du King Fahd,3,4,255,Almadies Dakar,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ea142afed4c4a995081a3f0653862bdf/-/horizon-files-prod/ed/picture/qpdmr6wr/891105ac7a0ecd864b2f8d73d0c693c18054c10a.jpg
Appartement F4+ ch de service (352m2) vue sur mer Almadies,4,5,352,Almadies Dakar,2300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1918d1bb4e249fe1680034db59c103d0/-/horizon-files-prod/ed/picture/q44nm274/38bc2343cb4608d71bd15847336a291c6d0a8acb.jpg
Résidence les Tennis Villa à Louer,3,2,400,Saly Thiès,80000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/93a4491da5eb1bb76a392f4bf1770d68/-/horizon-files-prod/ed/picture/qpdmjqgw/e8a009fbaaeac100d3325f4066b4087ffdbb8c9a.jpg
Appartements neufs a Ngor Almadies,2,3,150,Almadies Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/09d026e6a174366c26f2b7419a8df287/-/horizon-files-prod/ed/picture/q0g7n9ex/07a2e8be40f21981525667eaf4ad17765b999492.jpg
Mermoz zone très calme & sécurisé,3,2,175,Mermoz Dakar,600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/10113cd018919c734e404b7ca0fb5b36/-/horizon-files-prod/ed/picture/q0g7vwek/c992f73a42e557fa31d3db754251cb8e2f8c58d7.jpg
Mermoz magnifique appartement,3,2,175,Mermoz Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/025408b92239fdffb91f1be3066e76b3/-/horizon-files-prod/ed/picture/qxjp920n/692a21cb8fcb3283ded4b517a227e33cdaa2d1c6.jpg
Magnifique duplex équipé et meublé à louer,4,3,300,Mermoz Dakar,900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d39590b256b7017f94f8ad1ff8396db1/-/horizon-files-prod/ed/picture/q9m9w7gx/0056114ab02a66b3e79e7b9732fd6784f055359e.jpg
Appartement F3 neuf aux mamelles,2,3,150,Mamelles Dakar,350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fd158acd9b6cf901511b92f74626d5b2/-/horizon-files-prod/ed/picture/qq42x2wv/51776e29a55b2f7bf4dfb162395ab70cb7f09aa0.jpg
Appartement à louer almadies,3,5,204,Almadies Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/35acc052dfa307d9bcbe0c0439ce9531/-/horizon-files-prod/ed/picture/qv4em80w/f7cc7e6e32cf84a05e2f5b26344904928200dc3d.jpg
Appartement à louer ngor diarama,5,6,300,Almadies Dakar,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eebb1505f6f211c0dff1a5ef7bda6fdb/-/horizon-files-prod/ed/picture/qxjp8q6m/62e0a3caf3f0cb205b005548e7e697aed442ab17.jpg
Appartement meublé à louer à Bel Air,3,3,240,Hann marinas Dakar,900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/52a7388599f4b1cda48236bf38de205b/-/horizon-files-prod/ed/picture/qwepk8dz/f0e3692cbe79562aca02d2cd78290c19b8f9e231.jpg
Studio à usage de bureaux à louer !,1,1,150,Sacré-cœur Dakar,250000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1c42c6242b5beab08388e0df187a1e7c/-/horizon-files-prod/ed/picture/q44nwnv9/1a8e9763d661d454ba3e39d9b81f7849bc8202ec.jpg
Appartement 2 chambres salon à louer aux Almadies,2,3,150,Almadies Dakar,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/61846ff1976c94850b9b467b5d93e7f4/-/horizon-files-prod/ed/picture/q78wp7z5/c7e259fa65c98ad07663e7c296ef904f8a8eba2e.jpg
APPARTEMENT AUX ALMADIES,3,3,150,Mamelles Dakar,750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7649a43b1b9988f48a1a0d6947d17460/-/horizon-files-prod/ed/picture/qv4wvwn2/c969ab75569746e6401c909e16f413642084d7fe.jpg
APPARTEMENTS AUX ALMADIES,2,3,150,Almadies Dakar,450000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e76fa373ae2c72797a156cb85b506e0d/-/horizon-files-prod/ed/picture/qgqw46q2/8c772e11016a94e7f25adc47f515ce340ed9f648.jpg
APPARTEMENTS À LOUER YOFF HANGARS,3,4,150,Yoff Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/da50be3560fd4b615af1788e38283674/-/horizon-files-prod/ed/picture/qwep9r4j/86fef9696302106c82ebbaa409bcd679e131efc1.jpg
Appartement à louer en centre-ville !,3,2,150,Plateau Dakar,800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fdea0a160103aa5ff503bb8bcf0dac3e/-/horizon-files-prod/ed/picture/q44nw5mz/ecb1f8ff43d95c2d4d407165a266445004e754b7.jpg
APPARTEMENT AUX ALMADIES,3,4,150,Almadies Dakar,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/58b4557b98ac72308f55835722644fe6/-/horizon-files-prod/ed/picture/qngp89kv/b6c7d14b6fbc34d003182fd06d88b13ff0ca098f.jpg
Appartement à louer au Point E,3,3,220,Point-e Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b4004c352a0c1120bb31b88b8e15c710/-/horizon-files-prod/ed/picture/q78w7vmx/aeb50c04c9c73f9cfc7deb01fa572ca6182e87c6.jpg
APPARTEMENT A LOUER A NGOR NON LOIN BRIOCHE DORE,2,2,100,Ngor Dakar,325000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2e8bf39f63c93152d1854611a1084c86/-/horizon-files-prod/ed/picture/q44nw5kp/16e35f308752dce3b305652c32bc49e64835289e.jpg
Appartement à la sicap foire,2,3,150,Sicap foire Dakar,250000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2ff83227fb9d1a304330f29dc78925dd/-/horizon-files-prod/ed/picture/qq42x9dj/6be98a374ba28ace71b0aa845e8050ba1922a291.jpg
Appartement à sotrac mermoz,3,3,150,Almadies Dakar,900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6a36552b68de22b8a632d7fd1de857c3/-/horizon-files-prod/ed/picture/q78wg9xx/ef6e50a9a66a504130afc36a5bb2dfb910fa2d16.jpg
Des apparts à louer à la Sicap Sacré Cœur,3,3,100,Mamelles Dakar,300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9839b6d1be6ed224c181bab9e626cdef/-/horizon-files-prod/ed/picture/qm5r8de9/cfc8e71605d6426084fa03291550d958ede49ac8.jpg
Appartement F4 à louer à point E,3,3,150,Point-e Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0c98e4c1939cb64a47fd977040c321e6/-/horizon-files-prod/ed/picture/qwep984g/836a73d6eefccc56b13e6340a41ce08046703e59.jpg
Appartement 3ch à louer à Fann résidence,3,3,150,Fann Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a3858b811875bce9b36c962503f0bc26/-/horizon-files-prod/ed/picture/q8v57046/d2e9dd92027bc88905751113ec47911de6dff557.jpg
Appartement F5 aux Mamelles,4,2,150,Mamelles Dakar,275000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/90bf6eb9e8c9dd524bf62ba3ddfc38b4/-/horizon-files-prod/ed/picture/q6xdwdn7/2abf21b06dd0082b5efaa2203b52cf2624445239.jpg
APPARTEMENT A LOUER A FANN RESIDENCE,3,3,150,Fann Dakar,2300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f51298ed3c38ce3a6742f177546aefe4/-/horizon-files-prod/ed/picture/q8v4mpv9/abf8e59b6b8a7a630559ba0bf3ebdaf9e8be6170.jpg
studio de standing aux mamelles,1,2,150,Mamelles Dakar,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4e6953de6aa32750778c887bf611473a/-/horizon-files-prod/ed/picture/q0g788mk/d4e1a927684687d58d7b58191637d988265320a4.jpg
Appartement à louer aux almadies vers king fath palace,3,3,209,Almadies Dakar,2200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0b19189a4b64b0e93610486f4882636a/-/horizon-files-prod/ed/picture/q8v4847n/b98297c80014904704bd8c959b554e617b7c1a7b.jpg
DES APPARTEMENTS F5 LUXUEUX EN CENTRE VILLE ( PLATEAU),4,3,260,Plateau Dakar,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b412c9169dd5f1f7916e167dfe9609d0/-/horizon-files-prod/ed/picture/q9mjwk65/f3d70a6d2d9afbfcf6e85cba7f52c84295061a07.jpg
Appartement F4 à louer Sacre Coeur cité k Gorgui,3,3,150,Cité keur gorgui Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1ce099764bc0126ace6e7e08348d1f48/-/horizon-files-prod/ed/picture/q78wqwzq/7c13cf1e2df733791f55cfbede51f5d37bc158b7.jpg
magnifique f4 virage,3,4,150,Virage Dakar,750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9ef63489c01bc0d00c0d41e744b9724e/-/horizon-files-prod/ed/picture/q78wqwq5/c8da017eae7f7563915b758ccf5717c6a7686c2c.jpg
Appartement a loué a ouest foire,3,2,125,Ouest foire Dakar,300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cd547fe3440957a78027f08fbfed95e7/-/horizon-files-prod/ed/picture/qpdm9mvj/570513c22f8114591af1b82b3f5cff6c120bf829.jpg
Appartement a loué ouest foire derrière la fédération,2,2,100,Ouest foire Dakar,250000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/249b450baf6dab0ba1130205490fd31b/-/horizon-files-prod/ed/picture/q56dndj5/0fefb9c7cdd8fccc56ebd31f94d46fffd02808aa.jpg
Appartement à loue à ngor almadies,2,3,150,Ngor Dakar,350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8ffa0f5d14697d8e718eb556c6452699/-/horizon-files-prod/ed/picture/qwepjr9k/a8be7768347f3ae2229429e46a4dd3ee4d407348.jpg
Appartement meubles à loue a la cité biaguy,3,4,150,Cité biagui Dakar,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4a834245007967df53434a02dbf2d030/-/horizon-files-prod/ed/picture/qngpv9gw/ebd0fedcd98ee988cbcfab08cf7b624e59063422.jpg
Appartement spacieux à Ngor,3,3,200,Ngor Dakar,600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5940c151d37e48801dec925c81316dcd/-/horizon-files-prod/ed/picture/qm5g7g7q/cc0be3935ff46e3a9f6e4a725772915b5f8d1e08.jpg
Studio au 4ème étage à louer,1,2,80,Hann maristes Dakar,210000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2d5a1423a7625d1a1c4132845fd36d4a/-/horizon-files-prod/ed/picture/qenv89xx/eedf5f628e7ec7348d172a87822825e67628c7bd.jpg
Appartement F3 & f4 a louer,3,4,212,Mermoz Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f5f7e536479ca9fb17ef6e3205ef7483/-eyJvciI6OTB9/horizon-files-prod/ed/picture/q9zwp4n/0c63f56eec2b7eb7d6eebf74c372529bdfedbcef.jpg
Studios neufs a Ouest Foire,1,2,80,Ouest foire Dakar,175000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3f9dafd28cc5fb2433b1321836c7908d/-/horizon-files-prod/ed/picture/q56dn9ng/76cb2072945ff170219d5d010862630fa3a146ac.jpg
Appartement Duplex de prestige,3,3,350,Ngor Dakar,2200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ce699d17612c744c369d9b159c6798cf/-/horizon-files-prod/ed/picture/qxjpmw62/ffb580f0ca08e235eb232e7585da3e6e90e6bfc6.png
Ref_6182_GL Villa à Vendre – Ouagou Ndiayes,3,3,284,Hlm Dakar,130000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e6d0dc9f1b6ccb959dd3c4d205cd0ef2/-/horizon-files-prod/ed/picture/q9mjzmpj/a32e7ef2f03c3e9ebd2c4c174a5ab5d4e3a65a32.jpg
Appartement f4 avec terrasse à louer à Mermoz,3,3,180,Mermoz Dakar,1100000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f81ef67186b4c7c3bfd643d8ea035c5c/-/horizon-files-prod/ed/picture/qgqw0p7e/66c20202ab83fe4668e57cd5e33406beeef4cdcf.jpg
Studio / 2 pièces neuf à louer à liberté 2,1,2,45,Liberte 2 Dakar,450000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/afaf94bd11ce3a914db9a688f56ed34f/-/horizon-files-prod/ed/picture/qj4q2m9g/1c961944c60f5d3c52c4ceb1131d353b4b0d2f9f.jpg
F3 A LOUER,2,2,110,Ouest foire Dakar,235000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/64ecb1e0d92c6a005166269f16180eaf/-/horizon-files-prod/ed/picture/q8v48ker/9e9c2100e80f50a21a4097014f39b21aef91146a.jpg
Grand appartement à louer aux Mamelles extension,3,2,150,Mamelles Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/51eeb2d547dbdef74941ad005ff7ecac/-/horizon-files-prod/ed/picture/qenvmrjd/850e98092af7e933aa4054b4b070b155151df365.jpg
Appartement de standing à louer aux Mamelles,3,3,150,Mamelles Dakar,518000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2b3c12d054854b30a934516108255a94/-/horizon-files-prod/ed/picture/q0g7d4zj/f7262391a4ada01c5e850ada197960743967b0f9.jpg
Appartement lumineux à louer à la zone de recasement,3,4,150,Almadies Dakar,1132000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cd1c5896df6a01932cac6121dbc9bf58/-/horizon-files-prod/ed/picture/qxjp9mdz/fb6128082484533a099db666e7b88b117dae84b8.jpg
"F4 à louer Résidence Amarante à Baobab, Dakar",3,3,140,Sicap baobab Dakar,800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0c42fcefcef752f6349490975dcf3be2/-/horizon-files-prod/ed/picture/qzvpkj5x/6dacd4270f7739d5dd6902bff72eae6a1fb306ba.png
Appartement à louer à Dakar,3,2,150,Almadies 2 Dakar,200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/110adb149918180bafed31098254e53c/-/horizon-files-prod/ed/picture/q0g7vrjz/dd2e38c228f6bfa8ffa73a7af5c2abea55f95590.jpg
Appartements à louer,3,2,150,Zac Mbao Dakar,200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/652505779f0598b32a05d4a324c2c83d/-/horizon-files-prod/ed/picture/qxjpx2x2/0b42a0eea281d1128a5feab7a8510282d8ff27e4.jpg
F4 Résidence Mame Rawhane Ngom,3,3,200,Almadies Dakar,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/faca58e3e35e951bc1005b98be02f81b/-/horizon-files-prod/ed/picture/qm5g9ndg/681f894fd3868f07187162ae884402e48fafd650.jpg
Studio à louer,1,1,150,Zac Mbao Dakar,70000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f0b25ea754a338160962675910517102/-/horizon-files-prod/ed/picture/qxjpmke4/1a759746b39f9e5fa419dec9bafc625ed4582032.jpg
Standing 3chambres équipées près du lycée jean mermoz,3,4,210,Mermoz Dakar,1850000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/170709bd6fbb65fa5fc2f6109f6ccded/-/horizon-files-prod/ed/picture/qv4w0m0p/a6004ab19755f780b7a91bc0b25eba4f1b996701.jpg
F4 À LOUER,3,3,130,VDN Dakar,430000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cf2d157af75a391bf7d7aaf9f53a4630/-/horizon-files-prod/ed/picture/qkr8kxn5/4cd9c85c3055821f97d9cecd053a77f328781cfc.jpg
Standing appt de 2chmbres entièrement équipés,2,3,150,Almadies Dakar,1100000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/568a673d0ae10e186dd764ac6ae2d840/-/horizon-files-prod/ed/picture/q8v49j6r/d103413ee0d29eb00a33ccd959e6bc4dbfbf3ae6.jpg
Appartement et Studio à louer,2,1,150,Keur Massar Dakar,120000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0feee4e60d9824613bfeae7eaced4a63/-/horizon-files-prod/ed/picture/q56dnz2r/f0df957854fc7f558fb503bac58df87e8a0b6de1.jpg
Ref_2759_SEY Appartement à louer aux Mamelles,3,1,150,Mamelles Dakar,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cb04c13ff161f41fb01275ee148eea3e/-/horizon-files-prod/ed/picture/q0g7694w/a3369bc0746236d530a7c75d81723ccb03b6170e.jpg
Studios et apparts à Liberté 6 extension vdn,2,2,100,Almadies Dakar,130000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ef2f1503942a9e8e3b78ebb091689c8d/-/horizon-files-prod/ed/picture/qngxjgm0/635361fb513b18f94b4355e3a29c4fc83d548687.jpg
Deux chambres à louer par mois,2,2,150,Ouest foire Dakar,300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5e7fb394f53827cc064a305050ed8645/-/horizon-files-prod/ed/picture/q44n949z/1777955f3a5d8335d738e75b710d480debbdaa85.jpg
Studios neuf vdn 3 malibu face de la mer,1,1,80,Parcelles Assainies Dakar,150000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/05ee07a1f636c0af806b165bf987c9a8/-/horizon-files-prod/ed/picture/qwepxwq5/aeea5bbdb76e9def3e2299f7a463b38bf8a55959.jpg
"APPARTEMENTS F4 AUX ALMADIES, DAKAR",3,3,137,Almadies Dakar,1350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/42a01ac363deba7379245b4854007073/-/horizon-files-prod/ed/picture/qzvprdd6/25fd5522555818715746ad26b35c0ac6390572de.jpg
Splendides F3 à Louer aux Almadies,2,3,150,Almadies Dakar,600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1689ca10680f7129342f84c0e4d6c129/-/horizon-files-prod/ed/picture/q9mjw0r8/04fe5aa9ce7d0e2c5516d197aec1ca682e091193.jpg
Ref_2758_PL Appartement à louer vide ou semi meublé,3,3,150,Almadies Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3db8b8b72921f3664b2b8156b8b05910/-/horizon-files-prod/ed/picture/q6xdwznp/df658065838127c230451bb2ae78ef993dc269bb.jpg
Appartement F3 à louer aux mamelles,2,3,150,Mamelles Dakar,600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a46fa7e509d1b45cd7e807c3db5728c7/-/horizon-files-prod/ed/picture/qpdm8gnx/cdfa10ae27be79db3cca4e8b900ba1429baf26d5.jpg
appartement a louer aux Almadies,2,2,150,Almadies Dakar,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2c6d7e0258f4b9e48c1e559c4606ec6f/-/horizon-files-prod/ed/picture/q9mjzw7x/29ee002f2139496af0278431dbc7621564355b23.jpg
Bel appartement F4 à louer aux Mamelles,3,3,160,Mermoz Dakar,750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/01bf61e28856f672e6aa71df5596a3d2/-/horizon-files-prod/ed/picture/q78wq92m/5071b34657cf696fdca3fb21452f27eb065889e2.jpg
